origin;destination;airline;departure;arrival;price;time
PEK-China;KIN-Jamaica;Qatar Airways;30/04/2022 03:00:00 (-08:00);30/04/2022 13:00:00 (-01:00);4081.0;3.0
PEK-China;KIN-Jamaica;LATAM Airlines;18/04/2022 06:00:00 (+05:00);18/04/2022 18:00:00 (+12:00);2901.0;5.0
PEK-China;KIN-Jamaica;American Airlines;17/04/2022 23:00:00 (+01:00);18/04/2022 13:00:00 (+09:00);2546.0;6.0
PEK-China;KIN-Jamaica;Ethiopian Airlines;19/04/2022 08:00:00 (+09:00);19/04/2022 17:00:00 (+12:00);2788.0;6.0
PEK-China;KIN-Jamaica;AirFrance;13/04/2022 09:00:00 (Z);13/04/2022 17:00:00 (-02:00);4757.0;10.0
PEK-China;KIN-Jamaica;Lufthansa;05/04/2022 09:00:00 (+07:00);05/04/2022 10:00:00 (-03:00);2956.0;11.0
PEK-China;KIN-Jamaica;United Airlines;14/04/2022 23:00:00 (-11:00);16/04/2022 02:00:00 (-01:00);3478.0;17.0
PEK-China;KIN-Jamaica;Gol Airlines;16/04/2022 05:00:00 (+09:00);16/04/2022 11:00:00 (-06:00);2735.0;21.0
PEK-China;KIN-Jamaica;Emirates;02/04/2022 21:00:00 (-06:00);04/04/2022 14:00:00 (+11:00);2696.0;24.0
PEK-China;LIS-Portugal;United Airlines;08/04/2022 08:00:00 (+04:00);08/04/2022 09:00:00 (+04:00);2282.0;1.0
PEK-China;LIS-Portugal;American Airlines;18/04/2022 20:00:00 (-09:00);18/04/2022 22:00:00 (-11:00);4678.0;4.0
PEK-China;LIS-Portugal;LATAM Airlines;05/04/2022 12:00:00 (-12:00);06/04/2022 20:00:00 (+11:00);3081.0;9.0
PEK-China;LIS-Portugal;Emirates;04/04/2022 07:00:00 (+08:00);04/04/2022 06:00:00 (-03:00);2525.0;10.0
PEK-China;LIS-Portugal;Ethiopian Airlines;08/04/2022 14:00:00 (+09:00);08/04/2022 18:00:00 (+02:00);3021.0;11.0
PEK-China;LIS-Portugal;Lufthansa;26/04/2022 22:00:00 (+02:00);27/04/2022 17:00:00 (+10:00);4537.0;11.0
PEK-China;LIS-Portugal;AirCanada;01/04/2022 00:00:00 (-08:00);02/04/2022 01:00:00 (+04:00);3967.0;13.0
PEK-China;LIS-Portugal;AirFrance;30/04/2022 11:00:00 (+08:00);01/05/2022 05:00:00 (+12:00);3078.0;14.0
PEK-China;LIS-Portugal;Gol Airlines;04/04/2022 00:00:00 (-02:00);05/04/2022 07:00:00 (+11:00);2146.0;18.0
PEK-China;LIS-Portugal;Qatar Airways;12/04/2022 14:00:00 (-02:00);14/04/2022 02:00:00 (+12:00);2559.0;22.0
PEK-China;MEL-Austrália;Emirates;09/04/2022 11:00:00 (-06:00);10/04/2022 01:00:00 (+07:00);2321.0;1.0
PEK-China;MEL-Austrália;Gol Airlines;19/04/2022 13:00:00 (-01:00);19/04/2022 22:00:00 (+04:00);2649.0;4.0
PEK-China;MEL-Austrália;Qatar Airways;09/04/2022 18:00:00 (-05:00);10/04/2022 19:00:00 (+09:00);3377.0;11.0
PEK-China;MEL-Austrália;AirFrance;30/04/2022 11:00:00 (-03:00);01/05/2022 06:00:00 (Z);2516.0;16.0
PEK-China;MEL-Austrália;American Airlines;17/04/2022 06:00:00 (-03:00);18/04/2022 07:00:00 (+04:00);2626.0;18.0
PEK-China;MEL-Austrália;United Airlines;18/04/2022 14:00:00 (-02:00);19/04/2022 03:00:00 (-07:00);4170.0;18.0
PEK-China;MEL-Austrália;LATAM Airlines;25/04/2022 05:00:00 (-10:00);26/04/2022 15:00:00 (+02:00);2400.0;22.0
PEK-China;MEL-Austrália;Ethiopian Airlines;10/04/2022 23:00:00 (-05:00);11/04/2022 19:00:00 (-07:00);4503.0;22.0
PEK-China;MEL-Austrália;AirCanada;30/04/2022 03:00:00 (-04:00);01/05/2022 07:00:00 (+01:00);4717.0;23.0
PEK-China;MEL-Austrália;Lufthansa;02/04/2022 20:00:00 (-12:00);04/04/2022 16:00:00 (+08:00);2857.0;24.0
PEK-China;YYC-Canada;AirCanada;20/04/2022 07:00:00 (-08:00);20/04/2022 11:00:00 (-07:00);3822.0;3.0
PEK-China;YYC-Canada;LATAM Airlines;06/04/2022 22:00:00 (+11:00);06/04/2022 16:00:00 (+02:00);4019.0;3.0
PEK-China;YYC-Canada;Ethiopian Airlines;26/04/2022 07:00:00 (+01:00);26/04/2022 15:00:00 (+04:00);4354.0;5.0
PEK-China;YYC-Canada;American Airlines;23/04/2022 02:00:00 (+04:00);22/04/2022 21:00:00 (-09:00);2835.0;8.0
PEK-China;YYC-Canada;United Airlines;15/04/2022 04:00:00 (+05:00);15/04/2022 05:00:00 (-02:00);4071.0;8.0
PEK-China;YYC-Canada;Qatar Airways;13/04/2022 05:00:00 (+04:00);13/04/2022 17:00:00 (+05:00);2380.0;11.0
PEK-China;YYC-Canada;Gol Airlines;22/04/2022 20:00:00 (-11:00);24/04/2022 10:00:00 (+12:00);2747.0;15.0
PEK-China;YYC-Canada;Emirates;06/04/2022 19:00:00 (-12:00);07/04/2022 21:00:00 (-06:00);4720.0;20.0
PEK-China;YYC-Canada;AirFrance;19/04/2022 23:00:00 (-12:00);21/04/2022 13:00:00 (+04:00);2225.0;22.0
PEK-China;YYC-Canada;Lufthansa;05/04/2022 06:00:00 (+02:00);06/04/2022 03:00:00 (-01:00);2326.0;24.0
YYC-Canada;LIS-Portugal;AirCanada;11/04/2022 13:00:00 (-01:00);11/04/2022 10:00:00 (-05:00);4600.0;1.0
YYC-Canada;LIS-Portugal;AirFrance;08/04/2022 03:00:00 (+01:00);08/04/2022 14:00:00 (+10:00);4425.0;2.0
YYC-Canada;LIS-Portugal;United Airlines;04/04/2022 09:00:00 (-05:00);04/04/2022 15:00:00 (-02:00);2001.0;3.0
YYC-Canada;LIS-Portugal;LATAM Airlines;07/04/2022 14:00:00 (-11:00);08/04/2022 17:00:00 (+12:00);2632.0;4.0
YYC-Canada;LIS-Portugal;Ethiopian Airlines;17/04/2022 03:00:00 (+11:00);17/04/2022 11:00:00 (+07:00);3846.0;12.0
YYC-Canada;LIS-Portugal;American Airlines;22/04/2022 07:00:00 (+06:00);22/04/2022 14:00:00 (-01:00);2013.0;14.0
YYC-Canada;LIS-Portugal;Qatar Airways;05/04/2022 04:00:00 (-01:00);06/04/2022 06:00:00 (+10:00);4256.0;15.0
YYC-Canada;LIS-Portugal;Lufthansa;16/04/2022 10:00:00 (-03:00);17/04/2022 10:00:00 (+05:00);2355.0;16.0
YYC-Canada;LIS-Portugal;Emirates;24/04/2022 03:00:00 (+02:00);24/04/2022 14:00:00 (-10:00);4542.0;23.0
YYC-Canada;LIS-Portugal;Gol Airlines;16/04/2022 03:00:00 (+10:00);16/04/2022 08:00:00 (-09:00);4012.0;24.0
YYC-Canada;MEL-Austrália;Emirates;19/04/2022 02:00:00 (-05:00);19/04/2022 11:00:00 (Z);3191.0;4.0
YYC-Canada;MEL-Austrália;Qatar Airways;23/04/2022 03:00:00 (-12:00);23/04/2022 22:00:00 (+02:00);4073.0;5.0
YYC-Canada;MEL-Austrália;Ethiopian Airlines;24/04/2022 19:00:00 (+11:00);24/04/2022 01:00:00 (-12:00);4302.0;5.0
YYC-Canada;MEL-Austrália;LATAM Airlines;17/04/2022 03:00:00 (+01:00);17/04/2022 15:00:00 (+07:00);3933.0;6.0
YYC-Canada;MEL-Austrália;Lufthansa;22/04/2022 01:00:00 (+12:00);21/04/2022 21:00:00 (+01:00);2427.0;7.0
YYC-Canada;MEL-Austrália;Gol Airlines;21/04/2022 06:00:00 (-11:00);22/04/2022 07:00:00 (+02:00);4257.0;12.0
YYC-Canada;MEL-Austrália;AirCanada;01/04/2022 01:00:00 (-05:00);02/04/2022 00:00:00 (-04:00);4025.0;22.0
YYC-Canada;MEL-Austrália;American Airlines;02/04/2022 13:00:00 (+05:00);03/04/2022 18:00:00 (+11:00);2026.0;23.0
YYC-Canada;MEL-Austrália;United Airlines;30/04/2022 04:00:00 (-07:00);01/05/2022 00:00:00 (-10:00);2211.0;23.0
YYC-Canada;MEL-Austrália;AirFrance;04/04/2022 12:00:00 (-11:00);05/04/2022 20:00:00 (-03:00);4848.0;24.0
